"business_id","date","description"
64231,"20131209","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/18/2014 ]"
64231,"20131209","Unclean nonfood contact surfaces  [ date violation corrected: 6/18/2014 ]"
64231,"20130521","Unclean nonfood contact surfaces  [ date violation corrected: 7/2/2013 ]"
64231,"20130521","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/2/2013 ]"
64236,"20150916","Inadequate and inaccessible handwashing facilities"
64236,"20150916","Moderate risk food holding temperature "
64236,"20150916","Improper thawing methods "
64236,"20150916","Improper food storage"
64236,"20150916","Wiping cloths not clean or properly stored or inadequate sanitizer"
64236,"20140715","No thermometers or uncalibrated thermometers   [ date violation corrected: 7/22/2014 ]"
64236,"20140715","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/22/2014 ]"
64236,"20140715","Improper cooling methods  [ date violation corrected: 7/22/2014 ]"
64236,"20131031","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/31/2013 ]"
64236,"20131031","Improper reheating of food  [ date violation corrected: 10/31/2013 ]"
64242,"20151217","Improperly washed fruits and vegetables"
64242,"20150324","Foods not protected from contamination  [ date violation corrected: 12/17/2015 ]"
64242,"20140429","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/29/2014 ]"
64242,"20140429","Moderate risk food holding temperature   [ date violation corrected: 3/24/2015 ]"
64260,"20150608","Unclean or degraded floors walls or ceilings"
64260,"20150608","Improper storage use or identification of toxic substances"
64260,"20150608","Foods not protected from contamination"
64260,"20150608","Inadequate and inaccessible handwashing facilities"
64260,"20150608","Improper or defective plumbing"
64260,"20140603","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/8/2015 ]"
64260,"20140527","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/3/2014 ]"
64260,"20140527","Improper food storage  [ date violation corrected: 6/3/2014 ]"
64260,"20140527","Unclean hands or improper use of gloves  [ date violation corrected: 6/3/2014 ]"
64260,"20140527","High risk vermin infestation  [ date violation corrected: 6/3/2014 ]"
64260,"20130730","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/27/2014 ]"
64260,"20130716","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/30/2013 ]"
64260,"20130716","High risk vermin infestation  [ date violation corrected: 7/30/2013 ]"
64260,"20130716","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/30/2013 ]"
64260,"20130716","Improper or defective plumbing  [ date violation corrected: 7/30/2013 ]"
64260,"20130716","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/30/2013 ]"
64260,"20130716","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/30/2013 ]"
64308,"20140917","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/25/2014 ]"
64308,"20140917","Improper food storage  [ date violation corrected: 9/25/2014 ]"
64308,"20140917","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/25/2014 ]"
64318,"20160310","Unclean or degraded floors walls or ceilings"
64318,"20160310","Permit license or inspection report not posted"
64318,"20160310","Unapproved or unmaintained equipment or utensils"
64318,"20160310","Wiping cloths not clean or properly stored or inadequate sanitizer"
64318,"20140604","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/4/2014 ]"
64318,"20131212","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/12/2013 ]"
64318,"20131212","Other low risk violation  [ date violation corrected: 6/4/2014 ]"
64319,"20150521","Inadequate warewashing facilities or equipment  [ date violation corrected: 2/19/2016 ]"
64319,"20150521","Food safety certificate or food handler card not available  [ date violation corrected: 2/19/2016 ]"
64319,"20140516","Moderate risk food holding temperature   [ date violation corrected: 5/21/2015 ]"
64319,"20140516","Inadequate sewage or wastewater disposal  [ date violation corrected: 5/21/2015 ]"
64319,"20130715","Moderate risk food holding temperature   [ date violation corrected: 5/21/2015 ]"
64319,"20130715","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/21/2015 ]"
64319,"20130715","Improper food storage  [ date violation corrected: 5/21/2015 ]"
64319,"20130715","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/21/2015 ]"
64333,"20140306","Wiping cloths not clean or properly stored or inadequate sanitizer"
64338,"20140401","Improper or defective plumbing  [ date violation corrected: 4/1/2014 ]"
64338,"20131002","High risk food holding temperature   [ date violation corrected: 10/8/2013 ]"
64338,"20131002","Permit license or inspection report not posted  [ date violation corrected: 10/8/2013 ]"
64346,"20140318","Unclean or degraded floors walls or ceilings"
64346,"20140318","Improper food storage"
64346,"20140318","Improper storage of equipment utensils or linens"
64346,"20130904","Moderate risk food holding temperature   [ date violation corrected: 9/20/2013 ]"
64346,"20130904","Improper food storage  [ date violation corrected: 9/20/2013 ]"
64346,"20130904","Unclean nonfood contact surfaces  [ date violation corrected: 9/20/2013 ]"
64346,"20130904","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/20/2013 ]"
64351,"20140806","Inadequate HACCP plan record keeping  [ date violation corrected: 8/13/2014 ]"
64351,"20140806","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/13/2014 ]"
64351,"20140806","Inadequate ventilation or lighting"
64351,"20140806","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 8/13/2014 ]"
64354,"20160112","Unclean hands or improper use of gloves"
64354,"20160112","Improper storage use or identification of toxic substances"
64354,"20160112","Inadequately cleaned or sanitized food contact surfaces"
64354,"20160112","Insufficient hot water or running water"
64354,"20140520","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/18/2015 ]"
64354,"20131001","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/20/2014 ]"
64361,"20160222","Food safety certificate or food handler card not available"
64361,"20160222","Unclean or degraded floors walls or ceilings"
64361,"20160222","Improper food storage"
64361,"20160222","Unclean unmaintained or improperly constructed toilet facilities"
64361,"20140905","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 2/22/2016 ]"
64361,"20140905","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/5/2014 ]"
64361,"20130514","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/5/2014 ]"
64377,"20150604","Unclean or degraded floors walls or ceilings"
64377,"20150604","Inadequate and inaccessible handwashing facilities"
64377,"20140226","High risk vermin infestation  [ date violation corrected: 2/27/2014 ]"
64377,"20140226","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/27/2014 ]"
64377,"20140226","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/27/2014 ]"
64377,"20140226","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/27/2014 ]"
64377,"20140226","Unclean nonfood contact surfaces  [ date violation corrected: 2/27/2014 ]"
64377,"20140226","Foods not protected from contamination  [ date violation corrected: 2/27/2014 ]"
64377,"20140226","Improper food storage  [ date violation corrected: 2/27/2014 ]"
64377,"20130619","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/26/2013 ]"
64377,"20130619","Improper food storage  [ date violation corrected: 6/26/2013 ]"
64377,"20130619","Improper cooling methods  [ date violation corrected: 6/19/2013 ]"
64377,"20130619","High risk vermin infestation  [ date violation corrected: 6/19/2013 ]"
64377,"20130619","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/26/2013 ]"
64377,"20130619","Unclean nonfood contact surfaces  [ date violation corrected: 6/26/2013 ]"
64379,"20151222","Unapproved or unmaintained equipment or utensils"
64379,"20151222","Inadequate and inaccessible handwashing facilities"
64379,"20141106","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/6/2014 ]"
64379,"20141106","Improper thawing methods   [ date violation corrected: 11/6/2014 ]"
64379,"20140204","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/6/2014 ]"
64379,"20140204","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/6/2014 ]"
64379,"20130723","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/4/2014 ]"
64380,"20160414","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/14/2016 ]"
64380,"20160414","Noncompliance with HAACP plan or variance"
64380,"20160414","Unapproved or unmaintained equipment or utensils"
64380,"20160414","Inadequate ventilation or lighting"
64380,"20160414","Unclean or degraded floors walls or ceilings"
64380,"20141104","Permit license or inspection report not posted  [ date violation corrected: 4/14/2016 ]"
64380,"20141104","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/14/2016 ]"
64380,"20141104","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/14/2016 ]"
64380,"20140324","Foods not protected from contamination  [ date violation corrected: 4/11/2014 ]"
64380,"20140324","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/11/2014 ]"
64380,"20140324","Insufficient hot water or running water  [ date violation corrected: 4/11/2014 ]"
64380,"20140324","Unclean hands or improper use of gloves  [ date violation corrected: 4/11/2014 ]"
64380,"20130703","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/23/2013 ]"
64380,"20130703","Improper food storage  [ date violation corrected: 7/23/2013 ]"
64380,"20130703","Other low risk violation  [ date violation corrected: 7/3/2013 ]"
64387,"20150716","Wiping cloths not clean or properly stored or inadequate sanitizer"
64387,"20140129","Unclean nonfood contact surfaces  [ date violation corrected: 7/16/2015 ]"
64387,"20140129","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/16/2015 ]"
64387,"20130603","Inadequate procedures or records for time as a public health control   [ date violation corrected: 1/7/2014 ]"
64387,"20130603","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/7/2014 ]"
64416,"20140530","Food safety certificate or food handler card not available"
64416,"20140530","Unclean nonfood contact surfaces"
64416,"20140530","Improper or defective plumbing"
64416,"20131127","Food safety certificate or food handler card not available  [ date violation corrected: 5/30/2014 ]"
64416,"20130529","Improper food storage  [ date violation corrected: 11/27/2013 ]"
64416,"20130529","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 11/27/2013 ]"
64416,"20130529","Improper thawing methods   [ date violation corrected: 5/29/2013 ]"
64416,"20130529","Unclean nonfood contact surfaces  [ date violation corrected: 11/27/2013 ]"
64434,"20150821","Inadequately cleaned or sanitized food contact surfaces"
64434,"20150821","Inadequate and inaccessible handwashing facilities"
64434,"20140604","Moderate risk vermin infestation  [ date violation corrected: 8/24/2015 ]"
64434,"20140604","Permit license or inspection report not posted  [ date violation corrected: 8/24/2015 ]"
64434,"20140604","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/4/2014 ]"
64434,"20131021","Permit license or inspection report not posted  [ date violation corrected: 6/4/2014 ]"
64454,"20150618","High risk food holding temperature "
64454,"20150618","Foods not protected from contamination"
64454,"20150618","Inadequate and inaccessible handwashing facilities"
64454,"20150618","Inadequate food safety knowledge or lack of certified food safety manager"
64454,"20140224","Unclean hands or improper use of gloves  [ date violation corrected: 6/9/2015 ]"
64454,"20140224","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/9/2015 ]"
64454,"20140224","No thermometers or uncalibrated thermometers   [ date violation corrected: 6/9/2015 ]"
64466,"20150903","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/11/2015 ]"
64466,"20150903","Food safety certificate or food handler card not available  [ date violation corrected: 9/11/2015 ]"
64466,"20150903","Unclean nonfood contact surfaces  [ date violation corrected: 9/11/2015 ]"
64466,"20150903","Improper or defective plumbing  [ date violation corrected: 9/11/2015 ]"
64466,"20150903","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/11/2015 ]"
64466,"20150903","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/11/2015 ]"
64466,"20141208","Unclean hands or improper use of gloves  [ date violation corrected: 12/22/2014 ]"
64466,"20141208","Moderate risk food holding temperature   [ date violation corrected: 12/22/2014 ]"
64466,"20141208","High risk vermin infestation  [ date violation corrected: 12/22/2014 ]"
64466,"20141208","Unclean nonfood contact surfaces  [ date violation corrected: 12/22/2014 ]"
64466,"20141208","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/22/2014 ]"
64466,"20141208","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/22/2014 ]"
64466,"20140409","No plan review or Building Permit  [ date violation corrected: 4/28/2014 ]"
64466,"20140409","High risk vermin infestation  [ date violation corrected: 4/28/2014 ]"
64466,"20140409","Moderate risk food holding temperature   [ date violation corrected: 4/28/2014 ]"
64466,"20140409","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/28/2014 ]"
64466,"20140409","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/28/2014 ]"
64466,"20130725","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/29/2013 ]"
64466,"20130725","Unclean hands or improper use of gloves  [ date violation corrected: 8/29/2013 ]"
64466,"20130725","Improper storage use or identification of toxic substances  [ date violation corrected: 8/29/2013 ]"
64466,"20130725","Food in poor condition  [ date violation corrected: 8/29/2013 ]"
64466,"20130725","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/29/2013 ]"
64466,"20130725","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 8/29/2013 ]"
64484,"20140708","Permit license or inspection report not posted  [ date violation corrected: 5/7/2015 ]"
64484,"20140708","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/7/2015 ]"
64484,"20130628","Inadequate ventilation or lighting  [ date violation corrected: 7/8/2014 ]"
64484,"20130628","Permit license or inspection report not posted  [ date violation corrected: 7/8/2014 ]"
64484,"20130628","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 7/8/2014 ]"
64492,"20150313","High risk food holding temperature   [ date violation corrected: 3/20/2015 ]"
64492,"20140309","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 3/13/2015 ]"
64492,"20140304","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/13/2015 ]"
64496,"20150603","Unclean or unsanitary food contact surfaces"
64501,"20151204","Low risk vermin infestation"
64501,"20151204","Improper food storage"
64501,"20141105","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/30/2015 ]"
64501,"20141105","Improper food storage  [ date violation corrected: 11/30/2015 ]"
64501,"20141105","Unclean nonfood contact surfaces  [ date violation corrected: 11/30/2015 ]"
64501,"20140606","Improper storage of equipment utensils or linens  [ date violation corrected: 11/3/2014 ]"
64501,"20140606","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 11/3/2014 ]"
64501,"20140606","Inadequate warewashing facilities or equipment  [ date violation corrected: 11/3/2014 ]"
64501,"20131213","Improper thawing methods   [ date violation corrected: 12/13/2013 ]"
64501,"20131213","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/6/2014 ]"
64501,"20130514","Improper storage of equipment utensils or linens  [ date violation corrected: 12/13/2013 ]"
64502,"20160317","Inadequate ventilation or lighting"
64502,"20160317","Unclean nonfood contact surfaces"
64502,"20160317","Food safety certificate or food handler card not available"
64502,"20160317","Inadequately cleaned or sanitized food contact surfaces"
64502,"20141212","Inadequate ventilation or lighting  [ date violation corrected: 6/16/2015 ]"
64502,"20141212","Improper reheating of food  [ date violation corrected: 12/12/2014 ]"
64502,"20140520","Moderate risk food holding temperature   [ date violation corrected: 5/28/2014 ]"
64502,"20140520","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/28/2014 ]"
64502,"20140520","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/28/2014 ]"
64502,"20140520","Food safety certificate or food handler card not available  [ date violation corrected: 5/28/2014 ]"
64502,"20131125","Moderate risk food holding temperature   [ date violation corrected: 11/25/2013 ]"
64502,"20130614","Food safety certificate or food handler card not available  [ date violation corrected: 11/25/2013 ]"
64502,"20130614","Improper food storage  [ date violation corrected: 11/25/2013 ]"
64502,"20130614","Permit license or inspection report not posted  [ date violation corrected: 11/25/2013 ]"
64502,"20130614","Moderate risk food holding temperature   [ date violation corrected: 11/25/2013 ]"
64503,"20140410","Low risk vermin infestation"
64503,"20140410","Inadequate and inaccessible handwashing facilities"
64503,"20140410","Wiping cloths not clean or properly stored or inadequate sanitizer"
64503,"20140410","Improper storage use or identification of toxic substances"
64503,"20140410","Moderate risk food holding temperature "
64503,"20130815","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/10/2014 ]"
64503,"20130815","High risk food holding temperature   [ date violation corrected: 4/10/2014 ]"
64503,"20130801","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/10/2014 ]"
64503,"20130801","Improper or defective plumbing  [ date violation corrected: 4/10/2014 ]"
64503,"20130801","Moderate risk food holding temperature   [ date violation corrected: 8/15/2013 ]"
64503,"20130801","Employee eating or smoking  [ date violation corrected: 8/15/2013 ]"
64503,"20130801","Inadequate ventilation or lighting  [ date violation corrected: 4/10/2014 ]"
64503,"20130801","Improper storage use or identification of toxic substances  [ date violation corrected: 4/10/2014 ]"
64513,"20150121","Moderate risk food holding temperature "
64513,"20140401","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/14/2014 ]"
64513,"20140401","Low risk vermin infestation  [ date violation corrected: 4/14/2014 ]"
64513,"20140401","High risk food holding temperature   [ date violation corrected: 4/14/2014 ]"
64513,"20140401","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/21/2015 ]"
64513,"20130806","Moderate risk food holding temperature   [ date violation corrected: 4/1/2014 ]"
64513,"20130806","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/1/2014 ]"
64524,"20140527","High risk food holding temperature "
64524,"20140527","Inadequately cleaned or sanitized food contact surfaces"
64524,"20140527","Unclean hands or improper use of gloves"
64524,"20140527","Inadequate food safety knowledge or lack of certified food safety manager"
64524,"20131016","High risk food holding temperature   [ date violation corrected: 5/27/2014 ]"
64524,"20131016","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/27/2014 ]"
64524,"20131016","Improper or defective plumbing  [ date violation corrected: 5/27/2014 ]"
64524,"20131016","Foods not protected from contamination  [ date violation corrected: 5/27/2014 ]"
64525,"20150715","Unclean nonfood contact surfaces"
64525,"20150715","High risk food holding temperature "
64525,"20150715","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/21/2015 ]"
64525,"20150715","Improper storage of equipment utensils or linens"
64525,"20150715","Inadequately cleaned or sanitized food contact surfaces"
64525,"20150715","Improper food storage"
64525,"20140327","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/15/2015 ]"
64525,"20140327","Unclean hands or improper use of gloves  [ date violation corrected: 7/15/2015 ]"
64525,"20140327","Improper cooling methods  [ date violation corrected: 7/15/2015 ]"
64525,"20140327","Moderate risk food holding temperature   [ date violation corrected: 7/15/2015 ]"
64525,"20130731","Unclean nonfood contact surfaces  [ date violation corrected: 3/27/2014 ]"
64525,"20130731","Moderate risk food holding temperature   [ date violation corrected: 3/27/2014 ]"
64525,"20130731","Moderate risk vermin infestation  [ date violation corrected: 3/27/2014 ]"
64525,"20130731","Unclean hands or improper use of gloves  [ date violation corrected: 3/27/2014 ]"
64525,"20130731","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/27/2014 ]"
64525,"20130731","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/27/2014 ]"
64530,"20151029","Unclean or degraded floors walls or ceilings"
64530,"20151029","Improper or defective plumbing"
64530,"20141007","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/17/2014 ]"
64530,"20141007","High risk food holding temperature   [ date violation corrected: 10/17/2014 ]"
64530,"20140328","Unclean nonfood contact surfaces  [ date violation corrected: 10/7/2014 ]"
64530,"20140328","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/7/2014 ]"
64530,"20140328","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/7/2014 ]"
64530,"20130830","Unclean nonfood contact surfaces  [ date violation corrected: 3/28/2014 ]"
64530,"20130830","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/28/2014 ]"
64530,"20130830","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/28/2014 ]"
64540,"20140313","No hot water or running water  [ date violation corrected: 3/13/2014 ]"
64540,"20140313","Food safety certificate or food handler card not available"
64549,"20140827","Foods not protected from contamination  [ date violation corrected: 9/2/2014 ]"
64549,"20140827","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/2/2014 ]"
64549,"20140827","Moderate risk food holding temperature   [ date violation corrected: 9/2/2014 ]"
64549,"20140401","Unclean nonfood contact surfaces  [ date violation corrected: 4/9/2014 ]"
64549,"20140401","Foods not protected from contamination  [ date violation corrected: 4/9/2014 ]"
64549,"20140401","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/9/2014 ]"
64549,"20140401","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/9/2014 ]"
64549,"20131028","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/29/2013 ]"
64549,"20131028","Unclean nonfood contact surfaces  [ date violation corrected: 10/29/2013 ]"
64549,"20131028","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/29/2013 ]"
64549,"20131028","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/29/2013 ]"
64549,"20131028","Contaminated or adulterated food  [ date violation corrected: 10/29/2013 ]"
64549,"20131028","High risk vermin infestation  [ date violation corrected: 10/29/2013 ]"
64549,"20130507","High risk food holding temperature   [ date violation corrected: 5/14/2013 ]"
64549,"20130507","Improper cooling methods  [ date violation corrected: 5/14/2013 ]"
64549,"20130507","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/14/2013 ]"
64549,"20130507","Noncompliance with shell fish tags or display  [ date violation corrected: 5/14/2013 ]"
64549,"20130507","Unclean nonfood contact surfaces  [ date violation corrected: 5/14/2013 ]"
64549,"20130507","Foods not protected from contamination  [ date violation corrected: 5/14/2013 ]"
64549,"20130507","Unclean hands or improper use of gloves  [ date violation corrected: 5/14/2013 ]"
64549,"20130507","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/14/2013 ]"
64550,"20140609","Low risk vermin infestation"
64550,"20130607","Inadequate ventilation or lighting  [ date violation corrected: 12/9/2013 ]"
64550,"20130607","Moderate risk food holding temperature   [ date violation corrected: 12/9/2013 ]"
64550,"20130607","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/9/2013 ]"
64550,"20130607","Low risk vermin infestation  [ date violation corrected: 12/9/2013 ]"
64581,"20160128","No thermometers or uncalibrated thermometers   [ date violation corrected: 2/9/2016 ]"
64581,"20160128","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 2/9/2016 ]"
64581,"20160128","Food safety certificate or food handler card not available  [ date violation corrected: 2/9/2016 ]"
64581,"20160128","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/9/2016 ]"
64581,"20141117","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/28/2016 ]"
64581,"20140506","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/17/2014 ]"
64581,"20140506","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/17/2014 ]"
64581,"20140506","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/17/2014 ]"
64612,"20150707","Inadequately cleaned or sanitized food contact surfaces"
64612,"20150707","Improper or defective plumbing"
64612,"20150707","Inadequate dressing rooms or improper storage of personal items"
64612,"20140507","Low risk vermin infestation  [ date violation corrected: 7/7/2015 ]"
64612,"20140507","Improper or defective plumbing  [ date violation corrected: 7/7/2015 ]"
64612,"20140507","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/7/2015 ]"
64612,"20140507","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/7/2015 ]"
64612,"20130814","Improper storage of equipment utensils or linens  [ date violation corrected: 8/14/2013 ]"
64612,"20130814","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/7/2014 ]"
64621,"20150318","Inadequately cleaned or sanitized food contact surfaces"
64621,"20140314","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/19/2014 ]"
64621,"20140314","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/19/2014 ]"
64621,"20130828","Unclean nonfood contact surfaces  [ date violation corrected: 8/30/2013 ]"
64621,"20130828","Improper or defective plumbing  [ date violation corrected: 8/30/2013 ]"
64621,"20130828","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/30/2013 ]"
64621,"20130828","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/30/2013 ]"
64621,"20130828","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/30/2013 ]"
64626,"20150717","Inadequate warewashing facilities or equipment  [ date violation corrected: 7/22/2015 ]"
64626,"20150717","Insufficient hot water or running water  [ date violation corrected: 7/22/2015 ]"
64626,"20150717","Moderate risk vermin infestation  [ date violation corrected: 7/22/2015 ]"
64626,"20150717","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/22/2015 ]"
64626,"20140428","Foods not protected from contamination  [ date violation corrected: 7/17/2015 ]"
64626,"20140428","Permit license or inspection report not posted  [ date violation corrected: 7/17/2015 ]"
64626,"20140428","Moderate risk vermin infestation  [ date violation corrected: 7/17/2015 ]"
64630,"20151112","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/19/2015 ]"
64630,"20151112","Foods not protected from contamination  [ date violation corrected: 11/19/2015 ]"
64630,"20151112","Improper thawing methods   [ date violation corrected: 11/19/2015 ]"
64630,"20151112","High risk food holding temperature   [ date violation corrected: 11/19/2015 ]"
64630,"20151112","Unclean hands or improper use of gloves  [ date violation corrected: 11/19/2015 ]"
64630,"20141124","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/5/2015 ]"
64630,"20141124","High risk food holding temperature   [ date violation corrected: 1/5/2015 ]"
64630,"20141124","Foods not protected from contamination  [ date violation corrected: 1/5/2015 ]"
64630,"20141124","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/5/2015 ]"
64630,"20141124","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/5/2015 ]"
64630,"20141124","Unclean hands or improper use of gloves  [ date violation corrected: 1/5/2015 ]"
64630,"20141124","Employee eating or smoking  [ date violation corrected: 1/5/2015 ]"
64630,"20140310","Moderate risk food holding temperature   [ date violation corrected: 3/11/2014 ]"
64630,"20140310","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/11/2014 ]"
64630,"20140310","Unclean nonfood contact surfaces  [ date violation corrected: 3/11/2014 ]"
64630,"20140310","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/11/2014 ]"
64630,"20130930","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/25/2014 ]"
64630,"20130930","Moderate risk vermin infestation  [ date violation corrected: 2/25/2014 ]"
64630,"20130930","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/25/2014 ]"
64630,"20130930","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/25/2014 ]"
64653,"20150421","Unclean or degraded floors walls or ceilings"
64653,"20150421","Inadequately cleaned or sanitized food contact surfaces"
64653,"20150421","Worker safety hazards"
64653,"20150421","Unclean nonfood contact surfaces"
64653,"20150421","Wiping cloths not clean or properly stored or inadequate sanitizer"
64653,"20150421","Improper storage of equipment utensils or linens"
64653,"20140327","Unclean nonfood contact surfaces  [ date violation corrected: 4/21/2015 ]"
64653,"20140327","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/21/2015 ]"
64660,"20151210","Unclean or degraded floors walls or ceilings"
64660,"20151210","Inadequate food safety knowledge or lack of certified food safety manager"
